FID,ano,mes,dia,hora,min,seg,lat,lon,erro_km,prof,mag,tipo_mag,tipo_dado,intensidad,UF,descricao,the_geom
IAG-BoletimSismicoBrasileiro.160,1935,10,21,10,40,0,-21.03,-44.75,10,0,3.7,3,C,5-6,MG,BOM SUCESSO OUTROS EVENTOS,POINT (-21.03 -44.75)
IAG-BoletimSismicoBrasileiro.161,1935,10,22,23,0,0,-21.03,-44.75,0,0,0,-1,C,0,MG,BOM SUCESSO,POINT (-21.03 -44.75)
IAG-BoletimSismicoBrasileiro.162,1937,0,0,0,0,0,-9.1,-38.15,0,0,0,-1,C,0,PE,TACARATU,POINT (-9.1 -38.15)
IAG-BoletimSismicoBrasileiro.163,1939,6,5,2,30,0,-15.6,-56.1,0,0,0,-1,C,0,MT,CUIABA' (OBS.D.BOSCO. CUIABA'),POINT (-15.6 -56.1)
IAG-BoletimSismicoBrasileiro.164,1939,6,28,11,32,22,-29,-48,90,0,5.5,3,A,6,SC,TUBARAO (ISS. IAG) I.E.I.= VII,POINT (-29 -48)
IAG-BoletimSismicoBrasileiro.165,1941,0,0,0,0,0,-7,-62.7,0,0,0,-1,C,0,AM,TRES CASAS ANO INCERTO,POINT (-7 -62.7)
IAG-BoletimSismicoBrasileiro.166,1941,4,3,15,30,0,0,0,0,0,6.5,0,E,0,SP,SAO PAULO ARGENTINA-BOLIVIA,POINT (0 0)
IAG-BoletimSismicoBrasileiro.167,1941,4,11,12,5,0,-16.1,-54.5,70,0,4.4,3,B,5,MT,RONDONOPOLIS CUIABA'. POXOREU,POINT (-16.1 -54.5)
IAG-BoletimSismicoBrasileiro.168,1942,0,0,18,30,0,-3.1,-40.84,0,0,3,4,C,4,CE,GRANJA,POINT (-3.1 -40.84)
IAG-BoletimSismicoBrasileiro.169,1946,2,19,4,0,0,-21.31,-46.71,0,0,3,4,C,4,MG,GUAXUPE',POINT (-21.31 -46.71)
IAG-BoletimSismicoBrasileiro.170,1946,7,18,7,15,0,-25.1,-47.7,30,0,4.6,3,A,4-5,SP,CANANEIA AREA IV = 25000 KM2,POINT (-25.1 -47.7)
IAG-BoletimSismicoBrasileiro.171,1946,10,7,20,25,0,-1.44,-48.48,0,0,2.8,4,C,3-4,PA,BELEM,POINT (-1.44 -48.48)
IAG-BoletimSismicoBrasileiro.172,1947,11,1,14,58,0,0,0,0,0,7.3,0,E,0,AC,CRUZ.DO SUL PERU M7.3. sent. Ben.Constant. AM,POINT (0 0)
IAG-BoletimSismicoBrasileiro.173,1947,11,18,0,0,0,-5.11,-38.37,0,0,0,-1,C,0,CE,MORADA NOVA,POINT (-5.11 -38.37)
IAG-BoletimSismicoBrasileiro.174,1947,12,15,19,5,0,-21.7,-57.9,0,0,3.5,4,C,5,MS,PT. MURTINHO SENT. P.QUEBRACHO. JARDIM,POINT (-21.7 -57.9)
IAG-BoletimSismicoBrasileiro.175,1947,0,0,0,0,0,-21.79,-46.58,0,0,3,4,C,4,MG,P. DE CALDAS PROV. 19.02.1946,POINT (-21.79 -46.58)
IAG-BoletimSismicoBrasileiro.176,1948,5,0,0,0,0,-15.07,-49.97,0,0,3,4,C,4,GO,EMBIARA (UnB),POINT (-15.07 -49.97)
IAG-BoletimSismicoBrasileiro.177,1948,10,4,15,55,0,-19.95,-43.25,0,0,0,-1,C,0,MG,PANTAME (CEMIG),POINT (-19.95 -43.25)
IAG-BoletimSismicoBrasileiro.178,1948,11,1,0,0,0,0,0,0,0,7.3,0,E,0,AC,XAPURI PERU ? M7.3. 1947 ??,POINT (0 0)
IAG-BoletimSismicoBrasileiro.179,1949,9,17,0,0,0,3.83,-51.84,100,0,5,3,C,4,AP,OIAPOQUE,POINT (3.83 -51.84)
IAG-BoletimSismicoBrasileiro.180,1949,12,31,0,0,0,-5.69,-36.24,0,0,3.9,4,C,6,RN,LAJES,POINT (-5.69 -36.24)
IAG-BoletimSismicoBrasileiro.181,1950,2,27,11,58,0,-21.82,-46.71,20,0,3.9,3,C,5,MG,P. DE CALDAS,POINT (-21.82 -46.71)
IAG-BoletimSismicoBrasileiro.182,1950,4,7,15,0,0,-5.9,-35.61,0,0,3,4,C,4,RN,JOAO CAMARA,POINT (-5.9 -35.61)
IAG-BoletimSismicoBrasileiro.183,1950,12,9,21,44,0,0,0,0,0,8.3,0,E,0,SP,SAO PAULO CHILE-ARGENTINA M8.3,POINT (0 0)
IAG-BoletimSismicoBrasileiro.184,1951,4,24,0,0,0,3.83,-51.84,0,0,4.7,3,C,4,AP,OIAPOQUE,POINT (3.83 -51.84)
IAG-BoletimSismicoBrasileiro.185,1951,12,28,0,0,0,-10,-71.5,0,0,0,-1,C,0,AC,AC (STERNBERG 1953),POINT (-10 -71.5)
IAG-BoletimSismicoBrasileiro.186,1952,8,16,0,0,0,-3.2,-59.77,0,0,0,-1,C,0,AM,CAREIRO,POINT (-3.2 -59.77)
IAG-BoletimSismicoBrasileiro.187,1953,3,19,0,0,0,2.82,-60.68,0,0,0,-1,C,0,RR,BOA VISTA,POINT (2.82 -60.68)
IAG-BoletimSismicoBrasileiro.188,1954,0,0,0,0,0,-9.93,-36.49,0,0,3,4,C,4,AL,JUNQUEIRO,POINT (-9.93 -36.49)
IAG-BoletimSismicoBrasileiro.189,1955,1,31,5,3,6,-12.52,-57.35,30,0,6.2,0,I,0,MT,SA. TOMBADOR M(PAS)6.8;M(BCI)6.6; relocal.Engdahl(GS),POINT (-12.52 -57.35)
IAG-BoletimSismicoBrasileiro.190,1955,3,1,1,46,18,-19.84,-36.75,30,0,6.1,0,A,0,ES,FTE.VITORIA (ISS) VITORIA V MM. M(ROTHE)=6; MB(PAS)=6.5,POINT (-19.84 -36.75)
IAG-BoletimSismicoBrasileiro.191,1957,0,0,0,0,0,0,0,0,0,0,-1,C,0,SP,ICEM (UnB/FURNAS),POINT (0 0)
IAG-BoletimSismicoBrasileiro.192,1957,1,18,20,25,0,-15.6,-56.1,0,0,0,-1,C,0,MT,CUIABA' (OBS.D.BOSCO. CUIABA'),POINT (-15.6 -56.1)
IAG-BoletimSismicoBrasileiro.193,1957,4,16,18,17,12,-9.5,-67,100,0,4.9,5,I,0,AM,SUL AMAZONAS (GS),POINT (-9.5 -67)
IAG-BoletimSismicoBrasileiro.194,1957,11,29,22,26,0,0,0,0,0,7.8,0,E,0,SP,SAO PAULO NORTE DO CHILE M7.8,POINT (0 0)
IAG-BoletimSismicoBrasileiro.195,1959,2,5,13,50,0,-11.54,-57.41,0,0,3.5,4,C,5,MT,Porto dos Gauchos. sentido 2 vezes (UnB),POINT (-11.54 -57.41)
IAG-BoletimSismicoBrasileiro.196,1959,5,25,23,8,0,-21.26,-48.69,0,0,3.2,4,C,4-5,SP,FERN.PRESTES INDUZIDO (ANEXO 4),POINT (-21.26 -48.69)
IAG-BoletimSismicoBrasileiro.197,1959,5,27,17,5,0,-21.26,-48.69,0,0,3.2,4,C,4-5,SP,FERN.PRESTES INDUZIDO POCO ARTESIANO?,POINT (-21.26 -48.69)
IAG-BoletimSismicoBrasileiro.198,1959,5,29,6,55,0,-21.26,-48.69,0,0,3.2,4,C,4-5,SP,FERN.PRESTES INDUZIDO POCO ARTESIANO?,POINT (-21.26 -48.69)
IAG-BoletimSismicoBrasileiro.199,1960,2,27,0,0,0,-21.26,-48.69,0,0,0,-1,C,0,SP,FERN.PRESTES VARIOS-INDUZIDOS P.ART.?,POINT (-21.26 -48.69)
IAG-BoletimSismicoBrasileiro.200,1960,5,12,12,9,24,-9,-72.5,50,60,4.9,5,I,0,AC,W ACRE (GS) CERRO DE PASCO,POINT (-9 -72.5)
IAG-BoletimSismicoBrasileiro.201,1960,10,21,4,18,44,-7.2,-73.8,50,100,4.9,5,I,0,AC,NW DO ACRE (GS),POINT (-7.2 -73.8)
IAG-BoletimSismicoBrasileiro.202,1960,11,15,0,0,0,-15.6,-56.1,0,0,0,-1,C,0,MT,CUIABA' ? (OBS.B.BOSCO. CUIABA'),POINT (-15.6 -56.1)
IAG-BoletimSismicoBrasileiro.203,1961,5,0,0,0,0,-8.28,-35.96,0,0,0,-1,C,0,PE,CARUARU VARIOS EVENTOS,POINT (-8.28 -35.96)
IAG-BoletimSismicoBrasileiro.204,1961,6,11,0,0,0,-22.05,-44.97,0,0,0,-1,C,0,MG,CAXAMBU,POINT (-22.05 -44.97)
IAG-BoletimSismicoBrasileiro.205,1961,10,3,20,35,54,0.4,-63,100,0,4,0,I,0,AM,N AMAZONAS (CARACAS. TRINID.-TOBAGO),POINT (0.4 -63)
IAG-BoletimSismicoBrasileiro.206,1962,1,17,2,27,44,-22.93,-43.23,3,0,3.2,3,B,5,RJ,R.DE JANEIRO,POINT (-22.93 -43.23)
IAG-BoletimSismicoBrasileiro.207,1963,3,30,0,0,0,-5.69,-36.24,0,0,0,-1,C,0,RN,LAJES VARIOS EVENTOS ATE AGOSTO,POINT (-5.69 -36.24)
IAG-BoletimSismicoBrasileiro.208,1963,8,27,0,0,0,-5.69,-36.24,0,0,3.7,4,C,5-6,RN,LAJES,POINT (-5.69 -36.24)
IAG-BoletimSismicoBrasileiro.209,1963,9,3,0,0,0,-5.69,-36.24,0,0,3.7,3,C,0,RN,LAJES SENT.J.CAMARA;AREA APROX.,POINT (-5.69 -36.24)
IAG-BoletimSismicoBrasileiro.210,1963,10,2,0,0,0,-5.69,-36.24,0,0,3.9,4,C,6,RN,LAJES,POINT (-5.69 -36.24)
IAG-BoletimSismicoBrasileiro.211,1963,12,14,21,5,42,-2.3,-61.01,30,45,5.1,0,C,0,AM,MANAUS (ISS) RELOCAL.,POINT (-2.3 -61.01)
IAG-BoletimSismicoBrasileiro.212,1963,0,0,0,0,0,-8.28,-35.96,0,0,0,-1,C,0,PE,CARUARU,POINT (-8.28 -35.96)
IAG-BoletimSismicoBrasileiro.213,1964,1,19,0,0,0,-8.28,-35.96,0,0,3.5,4,C,5,PE,CARUARU TRES EVENTOS;10-12 HORAS?,POINT (-8.28 -35.96)
IAG-BoletimSismicoBrasileiro.214,1964,1,20,0,0,0,-8.28,-35.96,0,0,0,-1,C,0,PE,CARUARU,POINT (-8.28 -35.96)
IAG-BoletimSismicoBrasileiro.215,1964,2,13,11,21,46,-18.06,-56.69,30,5,5.4,0,I,0,MS,NW DE MS RELOCAL.. CAMPO GRANDE = V MM,POINT (-18.06 -56.69)
IAG-BoletimSismicoBrasileiro.216,1964,3,21,0,0,0,-20.51,-45.59,0,0,3,4,C,4,MG,PONTEVILA DOIS EVENTOS,POINT (-20.51 -45.59)
IAG-BoletimSismicoBrasileiro.217,1964,6,16,0,0,0,-8.28,-35.96,0,0,3.5,4,C,5,PE,CARUARU VARIOS EVENTOS,POINT (-8.28 -35.96)
IAG-BoletimSismicoBrasileiro.218,1964,6,19,3,56,20,2.64,-59.62,50,0,4.5,0,I,0,RR,RR/GUIANA (ISC) RELOCAL.,POINT (2.64 -59.62)
IAG-BoletimSismicoBrasileiro.219,1964,9,2,7,49,0,6,-67,200,0,3.5,5,I,0,-,VENEZUELA (ISC),POINT (6 -67)
IAG-BoletimSismicoBrasileiro.220,1964,0,0,0,0,0,-4.14,-38.85,0,0,0,-1,C,0,CE,PALMACIA,POINT (-4.14 -38.85)
IAG-BoletimSismicoBrasileiro.221,1965,6,26,5,55,13,-9.14,-73.07,50,52,4.5,0,I,0,AC,W ACRE (ISC),POINT (-9.14 -73.07)
IAG-BoletimSismicoBrasileiro.222,1965,8,12,0,0,0,-19.94,-44.72,20,0,3.3,3,C,0,MG,IGARATINGA DIA INCERTO,POINT (-19.94 -44.72)
IAG-BoletimSismicoBrasileiro.223,1965,8,15,19,36,56,2.68,-60.12,30,0,4.9,0,I,0,RR,SE DE RR (ISC). RELOCAL.. SEM PP,POINT (2.68 -60.12)
IAG-BoletimSismicoBrasileiro.224,1965,0,0,0,0,0,-8.28,-35.96,0,0,0,-1,C,0,PE,CARUARU,POINT (-8.28 -35.96)
IAG-BoletimSismicoBrasileiro.225,1965,0,0,20,0,0,-10.8,-47.5,0,0,0,-1,C,0,GO,P.ALTA DO N. ANO 1966?(JEF.MELO.IBGE),POINT (-10.8 -47.5)
IAG-BoletimSismicoBrasileiro.226,1966,8,4,5,45,0,-19,-57.8,0,0,0,-1,C,0,MS,CORUMBA' (UnB) O.LEONARDOS. ISC NR,POINT (-19 -57.8)
IAG-BoletimSismicoBrasileiro.227,1966,11,15,8,0,0,-20.8,-46,0,0,3.2,4,C,4-5,MG,REG. FURNAS VARIOS;INDUZ.P.RESERVAT.?,POINT (-20.8 -46)
IAG-BoletimSismicoBrasileiro.228,1966,0,0,0,0,0,-20.6,-45.44,0,0,0,-1,C,0,MG,TIMBORE' VARIOS; ANO DUVIDOSO,POINT (-20.6 -45.44)
IAG-BoletimSismicoBrasileiro.229,1967,1,21,18,59,48,-8.2,-35.98,10,0,3.8,1,B,5,PE,CARUARU (UFRN),POINT (-8.2 -35.98)
IAG-BoletimSismicoBrasileiro.230,1967,1,24,0,0,0,-8.28,-35.96,0,0,0,-1,C,0,PE,CARUARU VARIOS ENTRE 24 E 25/01,POINT (-8.28 -35.96)
IAG-BoletimSismicoBrasileiro.231,1967,1,25,0,0,0,-8.28,-35.96,0,0,0,-1,C,0,PE,CARUARU VARIOS EVENTOS,POINT (-8.28 -35.96)
IAG-BoletimSismicoBrasileiro.232,1967,1,26,0,0,0,-8.28,-35.96,0,0,0,-1,C,0,PE,CARUARU,POINT (-8.28 -35.96)
IAG-BoletimSismicoBrasileiro.233,1967,2,10,0,0,0,0,0,0,0,6.3,0,E,0,AM,MANAUS COLOMBIA,POINT (0 0)
IAG-BoletimSismicoBrasileiro.234,1967,2,16,0,0,0,0,0,0,0,6.8,0,E,0,AC,AC PERU-BRASIL M6.8 ?,POINT (0 0)
IAG-BoletimSismicoBrasileiro.235,1967,3,23,21,12,15,-23.3,-45,20,0,4.1,0,A,6-7,SP,CUNHA REGISTR. POR AREQUIPA,POINT (-23.3 -45)
IAG-BoletimSismicoBrasileiro.236,1967,5,12,2,21,43,-7.17,-73.3,50,73,4.4,0,I,0,AC,ACRE (ISC),POINT (-7.17 -73.3)
IAG-BoletimSismicoBrasileiro.237,1967,8,5,9,56,10,-22.85,-43.12,10,0,3.6,1,B,5-6,RJ,SAO GONCALO,POINT (-22.85 -43.12)
IAG-BoletimSismicoBrasileiro.238,1967,8,9,7,14,8,-8.45,-73.83,30,42,5.1,0,I,0,AC,PERU-BRASIL,POINT (-8.45 -73.83)
IAG-BoletimSismicoBrasileiro.239,1967,8,18,21,24,24,-21.3,-60.6,100,0,4.7,0,I,0,-,PARAGUAI (ISC),POINT (-21.3 -60.6)
IAG-BoletimSismicoBrasileiro.240,1967,8,0,0,0,0,-22.03,-45.84,0,0,0,-1,C,0,MG,SILVIANOPOLI,POINT (-22.03 -45.84)
IAG-BoletimSismicoBrasileiro.241,1967,0,0,0,0,0,-21.47,-46.4,0,0,0,-1,C,0,MG,CABO VERDE,POINT (-21.47 -46.4)
IAG-BoletimSismicoBrasileiro.242,1968,1,13,1,55,51,-6.09,-38.44,10,0,3.9,2,C,6,CE,PEREIRO (UFRN),POINT (-6.09 -38.44)
IAG-BoletimSismicoBrasileiro.243,1968,1,13,1,58,0,-6.04,-38.46,0,0,2.8,4,C,3-4,CE,PEREIRO,POINT (-6.04 -38.46)
IAG-BoletimSismicoBrasileiro.244,1968,1,18,10,40,0,-6.09,-38.44,0,0,3.5,4,C,5,RN,SALAO DIA INCERTO,POINT (-6.09 -38.44)
IAG-BoletimSismicoBrasileiro.245,1968,1,18,11,0,0,-6.09,-38.44,0,0,0,-1,C,0,RN,SALAO DIA INCERTO,POINT (-6.09 -38.44)
IAG-BoletimSismicoBrasileiro.246,1968,1,18,11,55,0,-6.09,-38.44,0,0,0,-1,C,0,RN,SALAO DIA INCERTO,POINT (-6.09 -38.44)
IAG-BoletimSismicoBrasileiro.247,1968,1,19,0,0,0,-6.04,-38.46,0,0,0,-1,C,0,CE,PEREIRO,POINT (-6.04 -38.46)
IAG-BoletimSismicoBrasileiro.248,1968,2,4,0,0,0,-6.11,-38.44,0,0,3.2,4,C,4-5,RN,JUNCO,POINT (-6.11 -38.44)
IAG-BoletimSismicoBrasileiro.249,1968,2,15,13,20,48,-6.09,-38.44,10,0,4.1,2,B,6,CE,PEREIRO (UFRN),POINT (-6.09 -38.44)
IAG-BoletimSismicoBrasileiro.250,1968,2,23,14,23,2,-6.09,-38.44,5,0,4.6,2,A,7,CE,PEREIRO (UFRN.IAG.ISC),POINT (-6.09 -38.44)
IAG-BoletimSismicoBrasileiro.251,1968,2,23,14,37,1,-6.09,-38.44,10,0,3,1,C,0,CE,PEREIRO (UFRN) EPICENTRO INFERIDO,POINT (-6.09 -38.44)
IAG-BoletimSismicoBrasileiro.252,1968,2,23,15,21,16,-6.09,-38.44,10,0,3,1,C,0,CE,PEREIRO (UFRN) EPICENTRO INFERIDO,POINT (-6.09 -38.44)
IAG-BoletimSismicoBrasileiro.253,1968,2,23,15,33,3,-6.09,-38.44,10,0,3.8,2,C,0,CE,PEREIRO (UFRN) EPICENTRO INFERIDO,POINT (-6.09 -38.44)
IAG-BoletimSismicoBrasileiro.254,1968,2,25,3,0,0,-6.04,-38.46,0,0,0,-1,C,0,CE,PEREIRO,POINT (-6.04 -38.46)
IAG-BoletimSismicoBrasileiro.255,1968,2,25,3,5,0,-6.04,-38.46,0,0,0,-1,C,0,CE,PEREIRO,POINT (-6.04 -38.46)
IAG-BoletimSismicoBrasileiro.256,1968,2,25,4,0,0,-6.04,-38.46,0,0,0,-1,C,0,CE,PEREIRO,POINT (-6.04 -38.46)
IAG-BoletimSismicoBrasileiro.257,1968,2,25,10,0,0,-6.09,-38.44,0,0,0,-1,C,0,RN,S.DOSMACACOS,POINT (-6.09 -38.44)
IAG-BoletimSismicoBrasileiro.258,1968,2,27,0,0,0,-6.12,-38.44,0,0,0,-1,C,0,RN,JARDIM VARIOS NA NOITE 27/28,POINT (-6.12 -38.44)
IAG-BoletimSismicoBrasileiro.259,1968,2,28,14,0,0,-6.12,-38.44,0,0,0,-1,C,0,RN,JARDIM VARIOS ENTRE 10 E 12H,POINT (-6.12 -38.44)
IAG-BoletimSismicoBrasileiro.260,1968,3,1,0,0,0,-6.09,-38.37,0,0,0,-1,C,0,RN,DR.SEVERIANO VARIOS,POINT (-6.09 -38.37)
IAG-BoletimSismicoBrasileiro.261,1968,3,3,0,0,0,-6.04,-38.46,0,0,0,-1,C,0,CE,PEREIRO VARIOS ATE 6/03,POINT (-6.04 -38.46)
IAG-BoletimSismicoBrasileiro.262,1968,3,18,0,0,0,-6.04,-38.46,0,0,3.7,4,C,5-6,CE,PEREIRO,POINT (-6.04 -38.46)
IAG-BoletimSismicoBrasileiro.263,1968,3,0,0,0,0,-6.92,-39.58,0,0,3,4,C,4,CE,FARIAS BRITO,POINT (-6.92 -39.58)
IAG-BoletimSismicoBrasileiro.264,1968,5,1,6,12,9,-23.3,-58.9,200,0,4.1,0,I,0,-,PARAGUAI (ISC),POINT (-23.3 -58.9)
IAG-BoletimSismicoBrasileiro.265,1968,6,24,0,0,0,-6.04,-38.46,0,0,0,-1,C,0,CE,PEREIRO VARIOS EVENTOS,POINT (-6.04 -38.46)
IAG-BoletimSismicoBrasileiro.266,1968,8,27,5,17,36,-8.9,-72.89,30,26,4.9,0,I,0,AC,W DO ACRE (ISC H=50 ?),POINT (-8.9 -72.89)
IAG-BoletimSismicoBrasileiro.267,1968,8,0,0,0,0,-6.04,-38.46,0,0,0,-1,C,0,CE,PEREIRO VARIOS EVENTOS,POINT (-6.04 -38.46)
IAG-BoletimSismicoBrasileiro.268,1968,0,0,0,0,0,-18.44,-42.59,0,0,0,-1,C,0,MG,S.P. SUACUI',POINT (-18.44 -42.59)
IAG-BoletimSismicoBrasileiro.269,1968,0,0,0,0,0,-9.93,-36.49,0,0,0,-1,C,0,AL,JUNQUEIRO,POINT (-9.93 -36.49)
IAG-BoletimSismicoBrasileiro.270,1969,3,5,16,28,55,-23.1,-60.6,100,0,4.1,0,I,0,-,PARAGUAI (ISC),POINT (-23.1 -60.6)
IAG-BoletimSismicoBrasileiro.271,1969,4,26,0,0,0,-4.15,-38.8,5,0,0,-1,C,0,CE,PALMACIA DIA INCERTO; VARIOS ATE',POINT (-4.15 -38.8)
IAG-BoletimSismicoBrasileiro.272,1969,5,19,0,0,0,-4.15,-38.8,5,0,0,-1,C,0,CE,PALMACIA 23/05. COM RACHADURAS(?),POINT (-4.15 -38.8)
IAG-BoletimSismicoBrasileiro.273,1969,5,20,0,0,0,-4.15,-38.8,5,0,0,-1,C,0,CE,PALMACIA NO SOLO.,POINT (-4.15 -38.8)
IAG-BoletimSismicoBrasileiro.274,1969,5,21,0,0,0,-4.15,-38.8,5,0,0,-1,C,0,CE,PALMACIA,POINT (-4.15 -38.8)
IAG-BoletimSismicoBrasileiro.275,1969,5,23,0,0,0,-4.15,-38.8,5,0,0,-1,C,0,CE,PALMACIA,POINT (-4.15 -38.8)
IAG-BoletimSismicoBrasileiro.276,1969,7,16,0,0,0,-18.18,-42.41,0,0,0,-1,C,0,MG,S.M. SUACUI' FOCO SUPERFICIAL. VII ??,POINT (-18.18 -42.41)
IAG-BoletimSismicoBrasileiro.277,1969,11,7,9,28,54,-37,-43.8,250,0,5,0,I,0,RS,ATLANTICO (ISC),POINT (-37 -43.8)
IAG-BoletimSismicoBrasileiro.278,1969,0,0,16,0,0,-16.45,-54.64,0,0,2.3,4,C,2-3,MT,RONDONOPOLIS ANO INCERTO. 1974?,POINT (-16.45 -54.64)
IAG-BoletimSismicoBrasileiro.279,1970,1,12,4,43,8,-1.32,-48.48,30,0,4.5,2,B,6-7,PA,BELEM (ISC.IAG.UnB) MAIS 4 EV.,POINT (-1.32 -48.48)
IAG-BoletimSismicoBrasileiro.280,1970,1,29,0,0,0,-7.96,-36.21,0,0,3.9,4,C,6,PE,S.C.CAPIBARI DOIS EVENTOS,POINT (-7.96 -36.21)
IAG-BoletimSismicoBrasileiro.281,1970,1,30,0,0,0,-7.96,-36.21,0,0,3.5,4,C,5,PE,S.C.CAPIBARI,POINT (-7.96 -36.21)
IAG-BoletimSismicoBrasileiro.282,1970,2,6,11,0,0,-18.44,-42.59,0,0,0,-1,C,0,MG,S.P. SUACUI' FOCO SUPERFICIAL. VII ??,POINT (-18.44 -42.59)
IAG-BoletimSismicoBrasileiro.283,1970,2,6,19,0,0,-18.44,-42.59,0,0,0,-1,C,0,MG,S.P. SUACUI',POINT (-18.44 -42.59)
IAG-BoletimSismicoBrasileiro.284,1970,3,29,8,27,48,-8.29,-73.38,50,25,4.3,0,I,0,AC,SA. DIVISOR (ISC),POINT (-8.29 -73.38)
IAG-BoletimSismicoBrasileiro.285,1970,6,12,0,0,0,-22.01,-50.39,0,0,0,-1,C,0,SP,HERCULANDIA INDUZIDO POCO ARTESIANO?,POINT (-22.01 -50.39)
IAG-BoletimSismicoBrasileiro.286,1970,8,1,17,20,0,0,0,0,0,7.1,0,E,0,SP,SAO PAULO SUL DA COLOMBIA,POINT (0 0)
IAG-BoletimSismicoBrasileiro.287,1970,8,14,4,59,1,-13.5,-49.1,50,0,3,5,I,0,GO,PORANGATU (BERROCAL 1974) N. SENT.,POINT (-13.5 -49.1)
IAG-BoletimSismicoBrasileiro.288,1970,11,20,23,55,21,-13.5,-49.1,50,0,3.6,5,I,0,GO,PORANGATU (BERROCAL 1974) N. SENT.,POINT (-13.5 -49.1)
IAG-BoletimSismicoBrasileiro.289,1970,11,0,0,0,0,-6.93,-35.53,0,0,3.9,4,C,6,PB,ALAGOINHA,POINT (-6.93 -35.53)
IAG-BoletimSismicoBrasileiro.290,1970,12,0,0,0,0,-20.28,-44.75,3,0,3.4,3,B,4,MG,C.DO CAJURU INDUZIDO,POINT (-20.28 -44.75)
IAG-BoletimSismicoBrasileiro.291,1971,2,11,0,0,0,-25.1,-48.9,0,0,3,4,C,4,PR,CAPIV-CACHOE INDUZIDO POR RESERVATORIO,POINT (-25.1 -48.9)
IAG-BoletimSismicoBrasileiro.292,1971,3,0,0,0,0,-25.25,-48.8,0,0,3.7,4,C,5-6,PR,CAPIV-CACHOE VARIOS; INDUZ.P.RESERVAT.,POINT (-25.25 -48.8)
IAG-BoletimSismicoBrasileiro.293,1971,5,1,6,54,50,-21,-59.5,200,0,4.1,0,I,0,-,PARAGUAI (ISC),POINT (-21 -59.5)
IAG-BoletimSismicoBrasileiro.294,1971,5,5,15,32,2,-17,-53.8,100,0,3.6,1,I,0,MT,ALTO GARCAS (UnB. mag=3.35+0.25) SENT. RONDONOPOLIS?,POINT (-17 -53.8)
IAG-BoletimSismicoBrasileiro.295,1971,5,21,16,0,0,-25.1,-48.9,0,0,3.9,4,C,6,PR,CAPIV-CACHOE INDUZIDO POR RESERVATORIO,POINT (-25.1 -48.9)
IAG-BoletimSismicoBrasileiro.296,1971,7,9,3,20,0,0,0,0,0,6.6,0,E,0,SP,SAO PAULO CHILE CENTRAL,POINT (0 0)
IAG-BoletimSismicoBrasileiro.297,1971,7,16,19,51,4,-13.5,-49.1,50,0,3.5,5,I,0,GO,PORANGATU (BERROCAL 1974) N. SENT.,POINT (-13.5 -49.1)
IAG-BoletimSismicoBrasileiro.298,1971,8,5,2,30,0,-8.04,-34.9,0,0,3,5,C,5,PE,RECIFE 5 EV. (BERROCAL 1974),POINT (-8.04 -34.9)
IAG-BoletimSismicoBrasileiro.299,1971,8,8,13,32,39,-20.28,-44.75,0,0,3.5,5,C,5-6,MG,C.DO CAJURU INDUZIDO POR RESERVATORIO,POINT (-20.28 -44.75)
IAG-BoletimSismicoBrasileiro.300,1971,9,23,0,0,0,-6.04,-38.46,0,0,0,-1,C,0,CE,PEREIRO,POINT (-6.04 -38.46)
IAG-BoletimSismicoBrasileiro.301,1971,0,0,0,0,0,-14.84,-39.6,0,0,0,-1,C,0,BA,IBICARAI',POINT (-14.84 -39.6)
IAG-BoletimSismicoBrasileiro.302,1972,1,23,3,3,51,-20.28,-44.75,5,0,3.7,1,B,6,MG,C. DO CAJURU INDUZIDO POR RESERVATORIO,POINT (-20.28 -44.75)
IAG-BoletimSismicoBrasileiro.303,1972,1,26,13,36,57,-18.2,-39.8,200,0,3.3,5,I,0,BA,S. DA BAHIA? (BERROCAL 1974),POINT (-18.2 -39.8)
IAG-BoletimSismicoBrasileiro.304,1972,1,29,3,34,46,-16,-51,100,0,3,5,I,0,GO,SW DE GOIAS? (BERROCAL 1974),POINT (-16 -51)
IAG-BoletimSismicoBrasileiro.305,1972,2,27,19,24,14,-11.2,-36.6,300,0,3.9,0,I,0,AL,NORDESTE ? (ISM72. IAG) DUVIDOSO,POINT (-11.2 -36.6)
IAG-BoletimSismicoBrasileiro.306,1972,2,0,0,0,0,-9.93,-36.49,0,0,0,-1,C,0,AL,JUNQUEIRO,POINT (-9.93 -36.49)
IAG-BoletimSismicoBrasileiro.307,1972,3,4,21,45,0,-9.93,-36.49,0,0,3.4,3,C,5,AL,JUNQUEIRO,POINT (-9.93 -36.49)
IAG-BoletimSismicoBrasileiro.308,1972,4,8,4,20,0,-22.91,-43.21,0,0,0,-1,C,0,RJ,R.DE JANEIRO,POINT (-22.91 -43.21)
IAG-BoletimSismicoBrasileiro.309,1972,6,4,4,30,0,-6.21,-38.5,0,0,3,4,C,4,RN,SAO MIGUEL,POINT (-6.21 -38.5)
IAG-BoletimSismicoBrasileiro.310,1972,8,0,0,0,0,-16.47,-41.7,0,0,3.9,4,C,6,MG,TUPARECE VARIOS EVENTOSE,POINT (-16.47 -41.7)
